Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile
1234194272393378,0 to 14 Years,BBA,$60K-$84K,Rome,Italy,41.8719,12.5674,Full-Time,83503,2023-07-16,Both,Martha Mueller,+1-304-394-1683,Customer Support Specialist,Technical Support Specialist,CareerBuilder,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.","{'Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities'}","Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation","Provide technical assistance to customers, troubleshoot issues, and resolve inquiries through various communication channels. Maintain accurate records of customer interactions and solutions. Collaborate with other support teams for complex issues.",Agricultural Bank of China,"{""Sector"":""Banking"",""Industry"":""Banking & Financial Services"",""City"":""Beijing"",""State"":""Beijing"",""Zip"":""100033"",""Website"":""https://www.abchina.com/en/"",""Ticker"":""601288.SS"",""CEO"":""Zhang Yun""}"
640241967993383,0 to 12 Years,MBA,$59K-$120K,Accra,Ghana,7.9465,-1.0232,Contract,114460,2023-03-10,Both,Scott Graham,216.921.6821,Email Marketing Specialist,Email Campaign Manager,Monster,"Plan, execute, and analyze email marketing campaigns to engage subscribers, increase conversions, and build brand awareness.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Email marketing strategies Email marketing platforms (e.g., MailChimp, HubSpot) Audience segmentation A/B testing Campaign analytics Copywriting HTML/CSS for email Marketing automation Communication skills Data analysis Attention to detail","Plan and execute email marketing campaigns, including segmenting lists and scheduling sends. Create compelling email content and visuals. Analyze email performance and optimize campaigns.",Nvidia,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Santa Clara"",""State"":""California"",""Zip"":""95051"",""Website"":""www.nvidia.com"",""Ticker"":""NVDA"",""CEO"":""Jen-Hsun Huang""}"
2586689383653280,2 to 11 Years,B.Tech,$62K-$81K,Guatemala City,Guatemala,15.7835,-90.2308,Full-Time,58024,2023-06-28,Female,Melissa Zimmerman,(906)504-6010x1167,Operations Manager,Quality Control Manager,FlexJobs,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",Establish and enforce quality control standards and procedures. Conduct quality audits and inspections. Collaborate with production teams to address quality issues and implement improvements.,Quest Diagnostics,"{""Sector"":""Healthcare Services"",""Industry"":""Health Care: Pharmacy and Other Services"",""City"":""Secaucus"",""State"":""New Jersey"",""Zip"":""7094"",""Website"":""www.questdiagnostics.com"",""Ticker"":""DGX"",""CEO"":""James E. Davis""}"
3031907133037304,5 to 14 Years,B.Com,$62K-$116K,Ṣo Tom̩,Sao Tome and Principe,0.1864,6.6131,Contract,62721,2021-10-27,Both,Tiffany Underwood,559-724-8656,Procurement Manager,Procurement Analyst,Glassdoor,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Analyze procurement data and trends to support decision-making. Conduct supplier evaluations and performance assessments. Assist in procurement planning and forecasting.,SpartanNash,"{""Sector"":""Wholesale & Retail"",""Industry"":""Wholesalers: Food and Grocery"",""City"":""Byron Center"",""State"":""Michigan"",""Zip"":""49315"",""Website"":""www.spartannash.com"",""Ticker"":""SPTN"",""CEO"":""Tony Sarsam""}"
3059109579681176,4 to 14 Years,M.Tech,$63K-$119K,Kampala,Uganda,1.3733,32.2903,Full-Time,37468,2023-04-06,Both,Daniel Hansen,546.714.5467x956,Software Engineer,Backend Developer,LinkedIn,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}","Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)","Develop server-side logic and databases using programming languages like Java, Python, or Node.js. Ensure data security and integrity. Implement APIs for seamless communication between frontend and backend.",Mastercard,"{""Sector"":""Financial Services"",""Industry"":""Financial Data Services"",""City"":""Purchase"",""State"":""New York"",""Zip"":""10577"",""Website"":""www.mastercard.com"",""Ticker"":""MA"",""CEO"":""Michael Miebach""}"
3040600241197939,3 to 11 Years,B.Tech,$62K-$104K,Islamabad,Pakistan,30.3753,69.3451,Part-Time,104877,2022-12-14,Female,Danny Lindsey,+1-368-976-2806,Business Development Manager,Strategic Partnerships Manager,Internships.com,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Partnership development Negotiation and collaboration Business development,Identify and establish strategic partnerships and alliances. Negotiate partnership agreements and terms. Collaborate with partners to achieve mutual business goals.,Beiersdorf AG,"{""Sector"":""Consumer Goods"",""Industry"":""Personal Care & Cosmetics"",""City"":""Hamburg"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.beiersdorf.com"",""Ticker"":""BEI"",""CEO"":""Stefan De Loecker""}"
1830704268798376,2 to 10 Years,B.Tech,$55K-$123K,Mbabane,Eswatini,26.5225,31.4659,Temporary,125085,2022-09-10,Female,Robert Ray,+1-892-789-2770x5164,Psychologist,Research Psychologist,Snagajob,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,"Conduct psychological research, design experiments, and analyze data. Publish research findings in academic journals. Contribute to the advancement of psychological knowledge.",Erie Insurance Group,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Mutual)"",""City"":""Erie"",""State"":""Pennsylvania"",""Zip"":""16530"",""Website"":""www.erieinsurance.com"",""Ticker"":"""",""CEO"":""Timothy G. Necastro""}"
2185239913383848,3 to 15 Years,PhD,$65K-$126K,San Salvador,El Salvador,13.7942,-88.8965,Intern,35985,2022-02-22,Female,Carly Martinez,665-545-0260x70465,IT Manager,IT Director,ZipRecruiter,"An IT Director oversees an organizations IT department and technology infrastructure. They develop IT strategies, manage budgets, and ensure IT systems support business objectives.","{'Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling'}",Strategic IT planning Leadership and management Budgeting and financial management IT governance and compliance Vendor management Cybersecurity and risk management Project management Cloud computing Network infrastructure Enterprise software systems,"Provide strategic leadership for IT departments, setting goals and priorities. Oversee IT budgets and resource allocation. Align IT initiatives with overall business objectives.",Rio Tinto,"{""Sector"":""Mining and Metals"",""Industry"":""Mining"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.riotinto.com"",""Ticker"":""RIO.L"",""CEO"":""Jakob Stausholm""}"
1900097706161832,4 to 15 Years,BA,$58K-$114K,Monrovia,Liberia,6.4281,-9.4295,Full-Time,102162,2023-01-14,Male,Jennifer Hayes,882-936-3618x3453,Web Designer,Frontend Web Designer,Stack Overflow Jobs,"Frontend Web Designers create the visual elements and user interfaces of websites. They use HTML, CSS, and JavaScript to design responsive, user-friendly web pages, ensuring a seamless and visually appealing online experience.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Frontend web development HTML/CSS Responsive design User interface (UI) design Adobe Creative Suite Collaboration skills,"Create visually appealing and responsive web designs using HTML, CSS, and JavaScript. Ensure cross-browser compatibility. Optimize web performance and page load times.",Indiabulls Housing Finance,"{""Sector"":""Financial Services"",""Industry"":""Financial Services"",""City"":""Gurugram"",""State"":""HR"",""Zip"":""122 001"",""Website"":""www.indiabullshomeloans.com"",""Ticker"":""IBULHSGFIN"",""CEO"":""Sameer Gehlaut""}"
2970753790998485,3 to 15 Years,BCA,$61K-$123K,Abuja,Nigeria,9.082,8.6753,Intern,39418,2023-01-08,Both,Meredith Wood,(384)654-2895x443,Digital Marketing Specialist,SEO Specialist,CareerBuilder,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy","Optimize websites for search engines (SEO), conduct keyword research, and improve online visibility and search rankings. Monitor and analyze SEO performance metrics. Implement SEO best practices and strategies.",Airbnb,"{""Sector"":""Technology"",""Industry"":""Internet Services and Retailing"",""City"":""San Francisco"",""State"":""California"",""Zip"":""94103"",""Website"":""www.airbnb.com"",""Ticker"":""ABNB"",""CEO"":""Brian Chesky""}"
1070213405148350,4 to 8 Years,BA,$61K-$86K,Dhaka,Bangladesh,23.685,90.3563,Part-Time,26340,2022-12-13,Female,George Patel,001-219-414-4903,Software Engineer,DevOps Engineer,Jobs2Careers,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}","Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills","Configure and maintain continuous integration and deployment (CI/CD) pipelines, ensuring efficient software delivery. Automate and streamline development and deployment processes. Monitor and troubleshoot system issues.",Berry Global Group,"{""Sector"":""Packaging"",""Industry"":""Packaging, Containers"",""City"":""Evansville"",""State"":""Indiana"",""Zip"":""47710"",""Website"":""www.berryglobal.com"",""Ticker"":""BERY"",""CEO"":""Thomas E. Salmon""}"
